Source_folder,Source_file,Date,script,Segment,close_price,Data_Interval,Strategy,ALERT,screener,screener_side,user_actions,Target,Stoploss,Resistance,Support,Pivot_upper,Pivot_lower,Backtest_accuracy,Total_Instances,winrate_wrt_Nifty_position,False_Positive_Rate_(<1%),Signal_type,Max_Gain_Potential,Price_closeto,Signal_type,Parent_script
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:13,INFY,Equity,1518.400024,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,1518.800049,1495.350012,1512.3,1517.27,1518.800049,1495.350012,,,,,Sell,0.015180461,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:55,INOXWIND,Equity,148.1000061,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,149.84,147.57,149.84,147.57,148.6786351,148,,,,,Buy,0.011748777,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 12:05,INOXWIND,Equity,148.1000061,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,148.39,147.69,148.39,147.69,148.3777771,148.0500031,,,,,Sell,0.002768441,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,INTERARCH,Equity,2591.800049,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,2639.283289,2582,2609.116586,2218.483349,,,0.842105263,80,0.95412844,0.032608696,Buy,0.018320565,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:21,IOC,Equity,170.6900024,2 mins,Intraday - Fast Alerts,Waterfall_Bearish|2 mins,,,,171.37,169.7488905,171.37,170.6,170.8565107,169.7488905,,,,,Sell,0.005513574,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:55,IOC,Equity,169,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,169.3222735,168.55,169.18,168.55,169.3222735,168.7200003,,,,,Buy,0.001906944,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:25,IRB,Equity,43.79999924,2 mins,Intraday - Fast Alerts,Waterfall_Bullish|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",44.56,43.76920518,44.56,44.54,44.167301,43.76920518,,,,,Buy,0.017351616,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:25,IRB,Equity,43.56000137,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",43.69560467,43.52999878,43.62,43.53,43.69560467,43.52999878,,,,,Sell,0.000688765,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:45,IRCTC,Equity,705.1500244,15 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|15 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with RVOL_TOD>1.3, then enter.",707.3769715,700.47,706.45,700.47,707.3769715,704.0626754,,,,,Buy,0.003158118,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:35,IRCTC,Equity,705.0499878,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,707.0234763,701.45,706.95,701.45,707.0234763,703.6234686,,,,,Sell,0.005106004,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 10:45,IREDA,Equity,147.0700073,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",148.5407074,146.8200073,147.4149952,146.6012535,147.3676768,146.1299947,0.88671875,72,0.928571429,0.001537279,Sell,0.0063916,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:19,IREDA,Equity,149.7799988,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,150.24,148.98,150.24,148.98,149.7801584,149.2188876,,,,,Sell,0.005341159,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:29,IREDA,Equity,149.4400024,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,150.37,148.47,150.37,148.47,149.7801584,149.2188876,,,,,Buy,0.006223217,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:21,IRFC,Equity,121.6800003,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,121.9612691,121.44,121.9,121.44,121.9612691,121.5934914,,,,,Sell,0.001972389,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:31,IRFC,Equity,121.9800034,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,122.6860299,121.26,122.07,121.26,122.6860299,121.9612691,,,,,Buy,0.005788052,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:03,ITC,Equity,406.3500061,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,407.1537882,406.15,405.73,406.15,407.1537882,406.2098481,,,,,Sell,0.000492202,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:45,ITC,Equity,405.1000061,2 mins,Intraday - Fast Alerts,Trapping_expect Bullish reversal|2 mins,,,,406.48,404.2359989,406.48,405.49,406.0979997,404.2359989,,,,,Buy,0.003406551,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 10:30,JINDALSTEL,Equity,1051,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",1061.51,1038.099976,1038.512482,1044.25,1056,1041.522237,0.87109375,50,0.869565217,0.002305919,Sell,0.012274048,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:27,JINDALSTEL,Equity,1072.599976,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,1081.91363,1072.572721,1076.9,1075.27,1081.91363,1072.572721,,,,,Sell,2.54E-05,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:49,JINDALSTEL,Equity,1077.400024,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,1082.949342,1073.757336,1078.57,1075.06,1082.949342,1073.757336,,,,,Buy,0.005150657,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:23,JIOFIN,Equity,300.7999878,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,301.7,299.54,301.7,299.54,301.2825448,300.4460333,,,,,Sell,0.004188789,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:57,JIOFIN,Equity,300.4500122,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,301.3,299.5939405,301.3,300.13,300.4696984,299.5939405,,,,,Buy,0.002829049,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:19,JSL,Equity,728.4000244,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,739.81,722.9936523,739.81,727.3,729.7317447,722.9936523,,,,,Sell,0.007422257,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:33,JSL,Equity,726.2999878,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",729.7317447,722.9936523,726.9,724.5,729.7317447,722.9936523,,,,,Buy,0.004724985,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:15,JSWENERGY,Equity,521.7999878,15 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|15 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with RVOL_TOD>1.3, then enter.",524.13,516.13,524.13,516.13,523.0365077,520.8039638,,,,,Buy,0.004465336,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:19,JSWENERGY,Equity,525.7000122,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,527.282006,525.1080013,526.63,525.45,527.282006,525.1080013,,,,,Sell,0.001126138,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 12:05,JSWSTEEL,Equity,1175.699951,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,1177.444455,1173.568058,1176.3,1174.73,1177.444455,1173.568058,,,,,Buy,0.0014838,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,JUBLCPL,Equity,2483.300049,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,2556.799967,2483.300049,2658.106349,2455.493586,,,0.818181818,50,0.940298507,0.035714286,Buy,0.070392742,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 14:30,JUBLFOOD,Equity,576.4000244,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",582.1640247,572.2000122,574.4000015,572.7812653,579.1752136,575.1833089,0.88627451,83,0.857142857,0.004615385,Sell,0.007286627,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 11:09,JUBLFOOD,Equity,587.75,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,,,,588.782606,586.43478,588.69,586.83,588.782606,586.43478,,,,,Sell,0.00223772,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 15:17,JUBLFOOD,Equity,585,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,,,,586.6320974,581.34,585.5,581.34,586.6320974,584.416048,,,,,Buy,0.00278991,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\2min_vol_price_outbreak.csv,btst_fast,11/14/2025 9:15,JUBLFOOD,Equity,613.75,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,JUNIPER,Equity,242.6499939,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,247.9874643,242.6499939,,,,,0.992449664,1192,,,Buy,0.021996582,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:55,KALYANKJIL,Equity,512.4500122,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,Volatility_Squeeze,,"Wait for first wide-range breakout candle with volume surge, then enter.",514.2277745,509.87,513,509.87,514.2277745,511.7388858,,,,,Buy,0.003469143,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 15:05,KALYANKJIL,Equity,509.4500122,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Reversal,,Wait for confirming candle near key level; tight stop beyond trigger bar.,512.77,504.3944438,512.77,510.49,510.1999994,504.3944438,,,,,Sell,0.009923581,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 14:05,KAYNES,Equity,6492,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,Momentum,,Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,6529,6465.685897,6529,6486,6514.833333,6465.685897,,,,,Sell,0.004053312,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Model_outputs\Final_signals_Intraday_latestday.csv,final_signals,11/7/2025 11:00,KEI,Equity,3881.100098,15 mins,Intraday,Intraday Model | price position: Others | No U-turn,Others | No U-turn,,"Trade in the signal direction. Enter only when momentum or reversal confirmation appears. Stronger backtest accuracy, Nifty alignment, and higher potential gains improve confidence.",3919.911099,3872.100098,3878,3864.837555,3900.191333,3873.833333,0.81640625,107,0.925925926,0.009223674,Sell,0.004190189,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:21,KEI,Equity,3971.699951,2 mins,Intraday - Fast Alerts,Waterfall_Bearish|2 mins,,,,3985.209496,3949.7,3976.1,3949.7,3985.209496,3970.533319,,,,,Sell,0.005539178,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 13:15,KEI,Equity,4012,15 mins,Intraday - Fast Alerts,Consolidation_breakdown_Bullish|15 mins,Breakout_Retest,Bullish,Bullish plan • Enter on reclaim of the level with vol uptick; stop just past the level.,4021.649261,3991.657298,4010.75,4001.88,4021.649261,3991.657298,,,,,Buy,0.0024051,Resistance,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 9:15,KFINTECH,Equity,1100.300049,15 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|15 mins,,,,1121.62,1098,1121.62,1098,1108.900024,1099.209529,,,,,Sell,0.002090383,Support,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 12:00,KFINTECH,Equity,1093.699951,15 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|15 mins,Momentum,Bearish,Bearish plan • Enter with trend; use VWAP/ORB boundary as stop. Trail with swing lows/highs.,1101.494449,1086.27,1095.09,1086.27,1101.494449,1089.956948,,,,,Buy,0.007126724,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,KMEW,Equity,2632.800049,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,2727.550008,2632.800049,2822.406764,2452.860001,,,0.866666667,74,0.979591837,0.026315789,Buy,0.072017134,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:25,KOTAKBANK,Equity,2098.800049,2 mins,Intraday - Fast Alerts,U-turn_expect Bearish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,2103.324226,2097.6,2100.7,2097.6,2103.324226,2097.766661,,,,,Sell,0.000571779,in-between,,
G:\My Drive\Project Equity\Intraday System_Prime\Realtime_Alerts_Interim\REALTIME_ALERTS_ONLY.csv,realtime,11/10/2025 10:41,KOTAKBANK,Equity,2093.600098,2 mins,Intraday - Fast Alerts,U-turn_expect Bullish reversal|2 mins,VWAP_Pullback,,Look for rejection wick/engulfing near VWAP; enter with stop slightly beyond VWAP.,2101.1,2087.6,2101.1,2087.6,2097.766661,2091.819698,,,,,Buy,0.003582299,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,KRONOX,Equity,149.8999939,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,151.5216637,147.6100006,149.9917627,143.8415604,,,0.772727273,78,0.922222222,0.027272727,Buy,0.010818345,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,KROSS,Equity,180.9499969,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,182.76536,180,182.1340602,173.9592625,,,0.555555556,53,0.9375,0.022988506,Buy,0.010032402,Resistance,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,LANCORHOL,Equity,30.68000031,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,31.36541497,29.01000023,33.12165973,28.43834037,,,0.88,104,0.948529412,0.055555556,Buy,0.079584726,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,LAXMIDENTL,Equity,313,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,319.7041626,313,323.2643293,307.6023293,,,0.769230769,48,0.90625,0.063492063,Buy,0.032793384,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:15,LEXUS,Equity,30.25,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:15,LLOYDSENGG,Equity,60.09999847,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,MANCREDIT,Equity,180.0800018,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,182.3861715,180.0800018,185.4946983,177.2052936,,,0.736842105,81,0.9,0.075268817,Buy,0.030068283,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,MASTERTR,Equity,114.9899979,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,155.3183574,114.9899979,131.7977395,123.7222597,,,0.6,53,0.936708861,0.026315789,Buy,0.35071189,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,MCLOUD,Equity,59.75,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Strong Buy setup with high backtest accuracy. Check targets and resistance levels and manage risk accordingly.,60.90999889,59.75,60.84814618,57.68518665,,,0.916666667,53,0.925373134,0.033898305,Buy,0.019414207,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,MFML,Equity,27.70999908,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,28.57815124,27.70999908,30.20260626,25.87072621,,,0.789473684,82,0.922330097,0.065217391,Buy,0.089953348,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,NAVKARURB,Equity,1.980000019,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,2.038678398,1.957500011,,,,,0.952139231,1379,,,Buy,0.029635545,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,NAZARA,Equity,270,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,Ideal for BTST trades; Exit if you see 1.5% or more profit next day.,275.0500031,270,,,,,0.989279113,2705,,,Buy,0.018703715,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,NECLIFE,Equity,15.89999962,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,16.44000053,13.97999954,15.32142027,13.93857995,,,0.761904762,240,0.850144092,0.038277512,Buy,0.033962322,Resistance,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:45,NECLIFE,Equity,15.98999977,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,OCCLLTD,Equity,105.8600006,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,High-confidence Buy. Backtest accuracy is excellent. Review target and resistance levels before entering the trade.,107.8668996,105.1200027,114.7183307,107.8668996,,,0.9375,66,0.965116279,0.012987013,Buy,0.083679672,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,ONESOURCE,Equity,1726,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,1805.699992,1726,1886.110992,1725.288992,,,0.692307692,52,0.913580247,0.064516129,Buy,0.09276419,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,ORIENTTECH,Equity,384.9500122,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,408.5413058,384.9500122,470.6912997,423.2087044,,,0.777777778,84,0.886956522,0.087912088,Buy,0.222733562,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Output_files\Quick_Action_dashboard_V3.csv,quickaction,11/13/2025 0:00,PRECWIRE,Equity,272.4299927,1D,Shortterm,Shortterm Buy | M1,Shortterm Model | Buy,Buy,"Buy for short-term (1 to 3 weeks). If you get ~1 to 2% profit the next day, consider booking gains early.",276.5164426,268.2183279,,,,,0.949557181,2597,,,Buy,0.015,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,QPOWER,Equity,834,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,889.1999919,834,1019.604111,915.929255,,,0.75,48,0.939393939,0.052631579,Buy,0.222546896,Support,,
G:\My Drive\Project Equity\Intraday System_Blockdeals\2min_vol_price_outbreak.csv,btst,11/13/2025 9:30,QUICKHEAL,Equity,334.3500061,15 mins,BTST,BTST Buy,BTST Buy,Buy, Buy post 3:00pm | Avoid if there is a significant sell-out post 3:00pm,,,,,,,,,,,Buy,,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,RACLGEAR,Equity,1069,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,1112.034166,1029,1112.034166,1014.165785,,,0.866666667,61,0.913580247,0.068493151,Buy,0.04025647,in-between,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,RAYMONDLSL,Equity,1119.900024,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,1138.701785,1119.900024,1218.186452,1127.346833,,,0.705882353,65,0.962962963,0.034883721,Buy,0.087763573,Support,,
G:\My Drive\Project Equity\Shortterm system BTST\Model_outputs\Final_signals_shortterm_latestday.csv,short_model,11/13/2025 0:00,RELTD,Equity,167.8899994,1D,Shortterm,Shortterm Buy | M2,Shortterm Multilayered Model | Buy,,Moderate Buy. Consider holding for 1–3 weeks based on target and stop-loss levels.,169.0272337,165.5299988,167.9711341,154.2955387,,,0.85,91,0.931034483,0.06185567,Buy,0.006773687,Resistance,,
