Date,open_price,high_price,low_price,close_price,vol,script,Resistance,Support,pivot_upper,pivot_lower,screener,screener_side,screener_implications,user_actions,next_10_high,next_10_low,win_buy,win_sell,Alert_Uturn,Alert_Consolidation_Breakout,Waterfall_pattern_alert,Trap_Alert_POSITION,pattern_identifier_trendbreak,data_interval,Alert_details,Price_Closer_Support,Price_Closer_Resistance
2025-11-17 10:59:00+05:30,3091.3,3092.0,3090.2,3091.0,3162,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:01:00+05:30,3091.0,3092.0,3091.0,3092.0,8778,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:03:00+05:30,3091.9,3092.8,3090.8,3092.8,8581,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:05:00+05:30,3092.8,3093.0,3090.1,3091.9,26540,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:07:00+05:30,3091.9,3094.7,3091.9,3094.7,13596,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:09:00+05:30,3094.7,3096.0,3093.8,3096.0,5239,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:11:00+05:30,3095.4,3096.0,3094.0,3094.8,5236,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:13:00+05:30,3095.3,3095.4,3094.4,3095.0,9784,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:15:00+05:30,3095.0,3096.7,3094.5,3095.0,8814,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:17:00+05:30,3095.0,3095.2,3093.8,3094.0,4486,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:19:00+05:30,3094.0,3095.0,3093.8,3094.0,6654,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:21:00+05:30,3094.0,3097.3,3093.8,3093.8,40118,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:23:00+05:30,3093.8,3096.3,3093.8,3096.0,6439,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:25:00+05:30,3096.0,3096.0,3094.0,3095.0,5184,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:27:00+05:30,3094.9,3095.0,3092.9,3093.9,7869,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:29:00+05:30,3093.9,3094.1,3092.5,3093.4,3992,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:31:00+05:30,3093.4,3095.1,3093.3,3095.0,2109,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:33:00+05:30,3095.0,3095.0,3093.7,3094.0,3839,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:35:00+05:30,3094.0,3096.6,3093.9,3095.0,11902,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:37:00+05:30,3094.9,3095.0,3094.0,3094.0,8158,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:39:00+05:30,3094.0,3095.0,3093.1,3094.0,5805,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:41:00+05:30,3094.0,3094.8,3093.1,3093.7,2910,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:43:00+05:30,3093.7,3096.5,3093.0,3096.0,21325,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:45:00+05:30,3096.0,3096.0,3094.0,3095.0,8858,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:47:00+05:30,3095.0,3097.8,3094.0,3097.8,12347,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:49:00+05:30,3097.7,3099.0,3097.5,3099.0,7061,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:51:00+05:30,3099.0,3103.0,3099.0,3102.9,7309,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:53:00+05:30,3102.9,3103.0,3099.3,3101.9,13286,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:55:00+05:30,3101.7,3102.5,3100.0,3102.2,21394,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:57:00+05:30,3102.0,3103.7,3100.5,3100.5,8121,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:59:00+05:30,3100.5,3102.6,3100.0,3102.6,9750,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:01:00+05:30,3102.6,3102.9,3099.6,3100.1,5682,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:03:00+05:30,3100.1,3101.0,3097.2,3097.7,5415,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:05:00+05:30,3097.7,3101.3,3096.0,3100.1,7450,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:07:00+05:30,3101.2,3102.0,3100.1,3101.0,6494,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:09:00+05:30,3101.0,3107.0,3101.0,3106.3,22906,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:11:00+05:30,3106.3,3106.3,3102.9,3102.9,11087,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:13:00+05:30,3102.9,3103.0,3102.7,3103.0,2952,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:15:00+05:30,3103.0,3103.1,3100.0,3101.9,10075,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:17:00+05:30,3101.9,3102.8,3100.2,3101.9,5351,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:19:00+05:30,3101.3,3102.4,3100.5,3102.0,3005,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:21:00+05:30,3102.0,3102.0,3100.5,3101.6,3227,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:23:00+05:30,3101.2,3102.0,3100.5,3100.5,4342,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:25:00+05:30,3100.5,3102.9,3100.1,3102.1,4564,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:27:00+05:30,3102.1,3102.9,3100.1,3100.1,3873,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:29:00+05:30,3100.1,3101.3,3098.0,3100.9,15637,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:31:00+05:30,3100.9,3102.9,3100.0,3102.7,3707,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:33:00+05:30,3102.9,3105.6,3102.8,3105.3,7412,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:35:00+05:30,3104.0,3107.5,3104.0,3105.4,11875,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:37:00+05:30,3105.4,3107.1,3103.9,3104.8,4198,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:39:00+05:30,3104.8,3104.9,3104.0,3104.4,3247,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:41:00+05:30,3104.2,3106.7,3103.3,3106.0,8573,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:43:00+05:30,3106.0,3106.7,3105.2,3106.3,2756,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:45:00+05:30,3106.7,3106.7,3105.1,3105.3,1326,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:47:00+05:30,3105.4,3107.1,3105.0,3105.7,15171,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:49:00+05:30,3105.0,3105.9,3101.2,3101.2,5173,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:51:00+05:30,3102.0,3103.0,3101.2,3102.9,10170,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:53:00+05:30,3102.9,3106.0,3102.9,3105.9,3327,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:55:00+05:30,3105.8,3106.5,3105.0,3106.0,6658,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:57:00+05:30,3105.7,3106.4,3105.0,3105.0,2817,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:59:00+05:30,3105.0,3105.6,3104.0,3105.3,12489,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:01:00+05:30,3105.0,3105.4,3104.3,3105.2,2762,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:03:00+05:30,3105.2,3105.5,3103.9,3103.9,2747,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:05:00+05:30,3104.0,3104.7,3103.1,3104.7,3516,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:07:00+05:30,3104.2,3104.7,3103.4,3104.0,4478,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:09:00+05:30,3104.0,3104.2,3102.0,3102.0,5127,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:11:00+05:30,3102.0,3102.9,3101.2,3102.2,6666,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:13:00+05:30,3102.2,3103.9,3101.4,3103.7,33397,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:15:00+05:30,3103.7,3105.0,3103.3,3104.6,3245,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:17:00+05:30,3104.4,3105.0,3104.1,3105.0,8469,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:19:00+05:30,3105.0,3105.0,3103.9,3104.8,22478,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:21:00+05:30,3104.8,3105.0,3104.0,3104.8,7511,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:23:00+05:30,3104.8,3104.8,3104.0,3104.0,3132,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:25:00+05:30,3104.0,3104.3,3103.0,3104.1,3429,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:27:00+05:30,3104.1,3105.6,3104.0,3105.6,19617,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:29:00+05:30,3105.6,3105.6,3105.3,3105.3,1787,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:31:00+05:30,3105.3,3105.6,3105.0,3105.5,10562,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:33:00+05:30,3105.6,3106.0,3105.0,3106.0,3987,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:35:00+05:30,3106.0,3107.9,3105.8,3107.4,13725,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:37:00+05:30,3107.3,3108.0,3106.4,3106.9,13573,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:39:00+05:30,3107.3,3108.3,3104.8,3105.1,25129,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:41:00+05:30,3105.1,3105.4,3103.2,3105.0,5234,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:43:00+05:30,3105.0,3107.9,3104.9,3105.9,19081,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:45:00+05:30,3105.8,3106.8,3105.0,3105.0,17284,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:47:00+05:30,3105.0,3106.6,3104.9,3105.2,2950,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:49:00+05:30,3105.2,3106.0,3104.9,3105.1,2567,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:51:00+05:30,3106.0,3106.0,3104.8,3105.7,2654,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:53:00+05:30,3105.0,3107.2,3104.3,3107.2,9129,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:55:00+05:30,3106.3,3107.0,3105.5,3107.0,3032,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:57:00+05:30,3106.0,3106.0,3105.0,3105.8,3087,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 13:59:00+05:30,3105.9,3110.0,3105.0,3109.6,17431,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:01:00+05:30,3109.6,3112.0,3109.5,3112.0,6521,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:03:00+05:30,3111.9,3111.9,3108.7,3110.8,21125,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:05:00+05:30,3111.0,3111.2,3109.5,3110.0,8400,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:07:00+05:30,3110.0,3110.2,3107.2,3109.3,11220,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:09:00+05:30,3108.7,3109.8,3108.1,3109.8,2031,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:11:00+05:30,3109.7,3109.7,3107.0,3107.2,3811,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:13:00+05:30,3108.3,3108.3,3106.1,3107.0,2307,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:15:00+05:30,3105.8,3107.0,3104.6,3106.3,4123,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:17:00+05:30,3106.5,3109.4,3105.0,3105.9,29602,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:19:00+05:30,3105.9,3107.7,3103.9,3104.4,22239,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:21:00+05:30,3104.4,3105.2,3102.3,3104.6,15641,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:23:00+05:30,3104.6,3105.2,3103.5,3105.1,3275,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:25:00+05:30,3105.1,3105.2,3103.6,3103.9,5162,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:27:00+05:30,3103.9,3110.0,3103.9,3104.5,36596,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:29:00+05:30,3104.5,3105.8,3102.6,3103.5,12941,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:31:00+05:30,3104.3,3107.6,3103.0,3106.4,11619,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:33:00+05:30,3106.2,3109.0,3105.8,3106.5,10953,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:35:00+05:30,3106.6,3108.0,3105.3,3107.0,17335,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:37:00+05:30,3107.0,3108.1,3105.7,3106.5,14377,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:39:00+05:30,3106.5,3108.1,3105.9,3107.5,3275,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:41:00+05:30,3106.1,3107.8,3106.1,3107.4,1637,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:43:00+05:30,3107.4,3107.4,3101.9,3103.0,9654,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:45:00+05:30,3103.0,3104.3,3101.2,3102.6,36197,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:47:00+05:30,3102.5,3105.0,3101.4,3104.9,10423,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:49:00+05:30,3104.9,3105.2,3103.1,3104.4,6340,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:51:00+05:30,3104.4,3105.1,3103.3,3105.0,5070,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:53:00+05:30,3105.0,3105.1,3101.4,3102.9,9041,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:55:00+05:30,3102.9,3104.0,3101.8,3103.0,7146,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:57:00+05:30,3103.0,3103.8,3102.0,3103.3,6355,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:59:00+05:30,3103.5,3106.2,3101.8,3106.0,13169,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:01:00+05:30,3106.2,3106.8,3104.7,3105.2,13581,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:03:00+05:30,3105.2,3106.9,3105.0,3105.1,15531,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:05:00+05:30,3105.5,3105.5,3103.3,3104.7,13699,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:07:00+05:30,3104.7,3107.4,3104.6,3107.2,13238,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:09:00+05:30,3107.4,3108.0,3105.5,3106.9,13119,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:11:00+05:30,3106.9,3107.2,3106.8,3106.9,16443,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:13:00+05:30,3106.8,3107.0,3104.4,3105.0,26637,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:15:00+05:30,3105.0,3105.6,3103.7,3103.7,26005,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:17:00+05:30,3103.8,3104.0,3102.7,3103.6,25048,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:19:00+05:30,3102.0,3103.6,3099.3,3099.9,55339,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:21:00+05:30,3100.0,3101.1,3099.0,3100.1,20645,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:23:00+05:30,3099.6,3099.9,3096.2,3097.0,31662,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:25:00+05:30,3096.9,3099.0,3095.0,3097.6,20601,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:27:00+05:30,3097.8,3101.9,3094.8,3100.0,27503,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-17 15:29:00+05:30,3100.0,3100.9,3096.0,3100.0,2940,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:15:00+05:30,3102.0,3105.0,3083.5,3095.8,55911,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:17:00+05:30,3095.9,3099.6,3095.9,3096.9,23529,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:19:00+05:30,3095.9,3100.0,3091.2,3100.0,14008,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:21:00+05:30,3099.3,3100.7,3093.7,3093.8,14635,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:23:00+05:30,3093.8,3093.8,3088.0,3089.0,20202,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:25:00+05:30,3089.0,3089.4,3085.2,3088.9,11850,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:27:00+05:30,3088.9,3090.3,3087.1,3089.0,11864,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:29:00+05:30,3089.0,3090.2,3087.0,3087.6,6710,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:31:00+05:30,3087.4,3087.9,3086.1,3087.8,6788,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:33:00+05:30,3088.0,3089.4,3087.0,3087.6,15362,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:35:00+05:30,3087.1,3087.6,3086.0,3086.4,7117,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:37:00+05:30,3086.0,3086.6,3084.5,3085.0,7596,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:39:00+05:30,3085.0,3085.9,3084.1,3085.7,9800,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:41:00+05:30,3085.7,3086.6,3082.5,3083.0,13521,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:43:00+05:30,3082.4,3084.8,3081.8,3082.8,17338,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:45:00+05:30,3082.8,3084.3,3082.1,3083.8,9947,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:47:00+05:30,3084.5,3085.3,3082.9,3082.9,8269,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:49:00+05:30,3082.0,3082.9,3081.0,3081.5,4395,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:51:00+05:30,3081.6,3081.6,3080.0,3080.0,8684,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:53:00+05:30,3080.4,3082.9,3079.5,3082.0,29033,TCS,,,,,,,,,,,,,,,,,,,,,
2025-11-18 09:55:00+05:30,3082.9,3085.5,3082.9,3085.3,7206,TCS,,,,,,,,,,,,,,,,,,,,,
