Date,open_price,high_price,low_price,close_price,vol,script,Resistance,Support,pivot_upper,pivot_lower,screener,screener_side,screener_implications,user_actions,next_10_high,next_10_low,win_buy,win_sell,Alert_Uturn,Trap_Alert_POSITION,pattern_identifier_trendbreak,data_interval,Alert_details,Price_Closer_Support,Price_Closer_Resistance
2025-11-21 15:25:00+05:30,1544.0,1545.1,1543.9,1545.1,87032,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-21 15:27:00+05:30,1545.1,1545.1,1543.1,1544.5,70920,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-21 15:29:00+05:30,1544.3,1544.5,1543.1,1543.7,14476,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:15:00+05:30,1550.0,1550.0,1540.3,1544.4,209026,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:17:00+05:30,1544.7,1545.5,1542.6,1544.2,119864,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:19:00+05:30,1544.2,1547.7,1544.1,1547.3,82488,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:21:00+05:30,1547.5,1548.4,1547.5,1547.5,56374,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:23:00+05:30,1546.8,1547.8,1545.2,1545.9,80349,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:25:00+05:30,1545.6,1545.7,1543.1,1543.1,50859,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:27:00+05:30,1543.1,1543.2,1542.5,1542.7,42062,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:29:00+05:30,1542.8,1543.5,1542.5,1542.9,32577,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:31:00+05:30,1542.8,1543.8,1542.3,1542.3,71607,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:33:00+05:30,1542.2,1543.5,1542.0,1542.6,34945,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:35:00+05:30,1542.6,1542.8,1542.0,1542.8,32047,RELIANCE,,,,,,,,,,,,,,,,,,,
2025-11-24 09:37:00+05:30,1542.7,1543.7,1542.7,1543.6,23103,RELIANCE,,,,,,,,,,,,,,,,,,,
